"","date","city","count"
"7657",1974-12-06,"Manchester",0
"7658",1974-12-13,"Manchester",1
"7659",1974-12-20,"Manchester",5
"7660",1974-12-27,"Manchester",7
"7661",1975-01-03,"Manchester",0
"7662",1975-01-10,"Manchester",7
"7663",1975-01-17,"Manchester",6
"7664",1975-01-24,"Manchester",5
"7665",1975-01-31,"Manchester",4
"7666",1975-02-07,"Manchester",9
"7667",1975-02-14,"Manchester",9
"7668",1975-02-21,"Manchester",4
"7669",1975-02-28,"Manchester",16
"7670",1975-03-07,"Manchester",13
"7671",1975-03-14,"Manchester",8
"7672",1975-03-21,"Manchester",8
"7673",1975-03-28,"Manchester",7
"7674",1975-04-04,"Manchester",14
"7675",1975-04-11,"Manchester",10
"7676",1975-04-18,"Manchester",23
"7677",1975-04-25,"Manchester",27
"7678",1975-05-02,"Manchester",14
"7679",1975-05-09,"Manchester",19
"7680",1975-05-16,"Manchester",18
"7681",1975-05-23,"Manchester",13
"7682",1975-05-30,"Manchester",10
"7683",1975-06-06,"Manchester",46
"7684",1975-06-13,"Manchester",15
"7685",1975-06-20,"Manchester",10
"7686",1975-06-27,"Manchester",21
"7687",1975-07-04,"Manchester",30
"7688",1975-07-11,"Manchester",15
"7689",1975-07-18,"Manchester",17
"7690",1975-07-25,"Manchester",23
"7691",1975-08-01,"Manchester",14
"7692",1975-08-08,"Manchester",11
"7693",1975-08-15,"Manchester",6
"7694",1975-08-22,"Manchester",3
"7695",1975-08-29,"Manchester",0
"7696",1975-09-05,"Manchester",5
"7697",1975-09-12,"Manchester",3
"7698",1975-09-19,"Manchester",1
"7699",1975-09-26,"Manchester",2
"7700",1975-10-03,"Manchester",2
"7701",1975-10-10,"Manchester",2
"7702",1975-10-17,"Manchester",2
"7703",1975-10-24,"Manchester",4
"7704",1975-10-31,"Manchester",5
"7705",1975-11-07,"Manchester",2
"7706",1975-11-14,"Manchester",5
"7707",1975-11-21,"Manchester",2
"7708",1975-11-28,"Manchester",4
"7709",1975-12-05,"Manchester",2
"7710",1975-12-12,"Manchester",6
"7711",1975-12-19,"Manchester",2
"7712",1975-12-26,"Manchester",3
"7713",1976-01-02,"Manchester",8
"7714",1976-01-09,"Manchester",7
"7715",1976-01-16,"Manchester",7
"7716",1976-01-23,"Manchester",4
"7717",1976-01-30,"Manchester",2
"7718",1976-02-06,"Manchester",3
"7719",1976-02-13,"Manchester",4
"7720",1976-02-20,"Manchester",2
"7721",1976-02-27,"Manchester",1
"7722",1976-03-05,"Manchester",1
"7723",1976-03-12,"Manchester",2
"7724",1976-03-19,"Manchester",6
"7725",1976-03-26,"Manchester",0
"7726",1976-04-02,"Manchester",1
"7727",1976-04-09,"Manchester",1
"7728",1976-04-16,"Manchester",1
"7729",1976-04-23,"Manchester",2
"7730",1976-04-30,"Manchester",5
"7731",1976-05-07,"Manchester",3
"7732",1976-05-14,"Manchester",5
"7733",1976-05-21,"Manchester",7
"7734",1976-05-28,"Manchester",9
"7735",1976-06-04,"Manchester",5
"7736",1976-06-11,"Manchester",8
"7737",1976-06-18,"Manchester",6
"7738",1976-06-25,"Manchester",5
"7739",1976-07-02,"Manchester",7
"7740",1976-07-09,"Manchester",6
"7741",1976-07-16,"Manchester",5
"7742",1976-07-23,"Manchester",19
"7743",1976-07-30,"Manchester",7
"7744",1976-08-06,"Manchester",10
"7745",1976-08-13,"Manchester",8
"7746",1976-08-20,"Manchester",7
"7747",1976-08-27,"Manchester",38
"7748",1976-09-03,"Manchester",4
"7749",1976-09-10,"Manchester",4
"7750",1976-09-17,"Manchester",3
"7751",1976-09-24,"Manchester",7
"7752",1976-10-01,"Manchester",10
"7753",1976-10-08,"Manchester",16
"7754",1976-10-15,"Manchester",13
"7755",1976-10-22,"Manchester",4
"7756",1976-10-29,"Manchester",11
"7757",1976-11-05,"Manchester",10
"7758",1976-11-12,"Manchester",11
"7759",1976-11-19,"Manchester",12
"7760",1976-11-26,"Manchester",10
"7761",1976-12-03,"Manchester",16
"7762",1976-12-10,"Manchester",19
"7763",1976-12-17,"Manchester",27
"7764",1976-12-24,"Manchester",38
"7765",1976-12-31,"Manchester",53
"7766",1977-01-07,"Manchester",70
"7767",1977-01-14,"Manchester",45
"7768",1977-01-21,"Manchester",50
"7769",1977-01-28,"Manchester",41
"7770",1977-02-04,"Manchester",50
"7771",1977-02-11,"Manchester",62
"7772",1977-02-18,"Manchester",60
"7773",1977-02-25,"Manchester",78
"7774",1977-03-04,"Manchester",71
"7775",1977-03-11,"Manchester",57
"7776",1977-03-18,"Manchester",97
"7777",1977-03-25,"Manchester",71
"7778",1977-04-01,"Manchester",55
"7779",1977-04-08,"Manchester",28
"7780",1977-04-15,"Manchester",60
"7781",1977-04-22,"Manchester",49
"7782",1977-04-29,"Manchester",64
"7783",1977-05-06,"Manchester",86
"7784",1977-05-13,"Manchester",52
"7785",1977-05-20,"Manchester",95
"7786",1977-05-27,"Manchester",47
"7787",1977-06-03,"Manchester",77
"7788",1977-06-10,"Manchester",25
"7789",1977-06-17,"Manchester",65
"7790",1977-06-24,"Manchester",44
"7791",1977-07-01,"Manchester",59
"7792",1977-07-08,"Manchester",53
"7793",1977-07-15,"Manchester",41
"7794",1977-07-22,"Manchester",31
"7795",1977-07-29,"Manchester",33
"7796",1977-08-05,"Manchester",44
"7797",1977-08-12,"Manchester",36
"7798",1977-08-19,"Manchester",17
"7799",1977-08-26,"Manchester",35
"7800",1977-09-02,"Manchester",8
"7801",1977-09-09,"Manchester",14
"7802",1977-09-16,"Manchester",9
"7803",1977-09-23,"Manchester",5
"7804",1977-09-30,"Manchester",5
"7805",1977-10-07,"Manchester",3
"7806",1977-10-14,"Manchester",8
"7807",1977-10-21,"Manchester",4
"7808",1977-10-28,"Manchester",4
"7809",1977-11-04,"Manchester",7
"7810",1977-11-11,"Manchester",7
"7811",1977-11-18,"Manchester",8
"7812",1977-11-25,"Manchester",8
"7813",1977-12-02,"Manchester",3
"7814",1977-12-09,"Manchester",7
"7815",1977-12-16,"Manchester",13
"7816",1977-12-23,"Manchester",14
"7817",1977-12-30,"Manchester",9
"7818",1978-01-06,"Manchester",9
"7819",1978-01-13,"Manchester",16
"7820",1978-01-20,"Manchester",10
"7821",1978-01-27,"Manchester",20
"7822",1978-02-03,"Manchester",8
"7823",1978-02-10,"Manchester",9
"7824",1978-02-17,"Manchester",2
"7825",1978-02-24,"Manchester",10
"7826",1978-03-03,"Manchester",15
"7827",1978-03-10,"Manchester",10
"7828",1978-03-17,"Manchester",17
"7829",1978-03-24,"Manchester",11
"7830",1978-03-31,"Manchester",18
"7831",1978-04-07,"Manchester",16
"7832",1978-04-14,"Manchester",11
"7833",1978-04-21,"Manchester",8
"7834",1978-04-28,"Manchester",13
"7835",1978-05-05,"Manchester",1
"7836",1978-05-12,"Manchester",10
"7837",1978-05-19,"Manchester",7
"7838",1978-05-26,"Manchester",21
"7839",1978-06-02,"Manchester",17
"7840",1978-06-09,"Manchester",15
"7841",1978-06-16,"Manchester",19
"7842",1978-06-23,"Manchester",8
"7843",1978-06-30,"Manchester",18
"7844",1978-07-07,"Manchester",15
"7845",1978-07-14,"Manchester",15
"7846",1978-07-21,"Manchester",7
"7847",1978-07-28,"Manchester",9
"7848",1978-08-04,"Manchester",15
"7849",1978-08-11,"Manchester",17
"7850",1978-08-18,"Manchester",5
"7851",1978-08-25,"Manchester",6
"7852",1978-09-01,"Manchester",3
"7853",1978-09-08,"Manchester",2
"7854",1978-09-15,"Manchester",8
"7855",1978-09-22,"Manchester",0
"7856",1978-09-29,"Manchester",6
"7857",1978-10-06,"Manchester",1
"7858",1978-10-13,"Manchester",9
"7859",1978-10-20,"Manchester",6
"7860",1978-10-27,"Manchester",5
"7861",1978-11-03,"Manchester",8
"7862",1978-11-10,"Manchester",11
"7863",1978-11-17,"Manchester",5
"7864",1978-11-24,"Manchester",9
"7865",1978-12-01,"Manchester",16
"7866",1978-12-08,"Manchester",16
"7867",1978-12-15,"Manchester",12
"7868",1978-12-22,"Manchester",15
"7869",1978-12-29,"Manchester",12
"7870",1979-01-05,"Manchester",15
"7871",1979-01-12,"Manchester",25
"7872",1979-01-19,"Manchester",15
"7873",1979-01-26,"Manchester",30
"7874",1979-02-02,"Manchester",17
"7875",1979-02-09,"Manchester",34
"7876",1979-02-16,"Manchester",35
"7877",1979-02-23,"Manchester",13
"7878",1979-03-02,"Manchester",32
"7879",1979-03-09,"Manchester",49
"7880",1979-03-16,"Manchester",53
"7881",1979-03-23,"Manchester",27
"7882",1979-03-30,"Manchester",38
"7883",1979-04-06,"Manchester",26
"7884",1979-04-13,"Manchester",56
"7885",1979-04-20,"Manchester",43
"7886",1979-04-27,"Manchester",31
"7887",1979-05-04,"Manchester",57
"7888",1979-05-11,"Manchester",29
"7889",1979-05-18,"Manchester",67
"7890",1979-05-25,"Manchester",47
"7891",1979-06-01,"Manchester",39
"7892",1979-06-08,"Manchester",65
"7893",1979-06-15,"Manchester",68
"7894",1979-06-22,"Manchester",38
"7895",1979-06-29,"Manchester",25
"7896",1979-07-06,"Manchester",22
"7897",1979-07-13,"Manchester",25
"7898",1979-07-20,"Manchester",32
"7899",1979-07-27,"Manchester",21
"7900",1979-08-03,"Manchester",17
"7901",1979-08-10,"Manchester",17
"7902",1979-08-17,"Manchester",21
"7903",1979-08-24,"Manchester",10
"7904",1979-08-31,"Manchester",8
"7905",1979-09-07,"Manchester",9
"7906",1979-09-14,"Manchester",9
"7907",1979-09-21,"Manchester",1
"7908",1979-09-28,"Manchester",6
"7909",1979-10-05,"Manchester",4
"7910",1979-10-12,"Manchester",3
"7911",1979-10-19,"Manchester",14
"7912",1979-10-26,"Manchester",6
"7913",1979-11-02,"Manchester",6
"7914",1979-11-09,"Manchester",7
"7915",1979-11-16,"Manchester",5
"7916",1979-11-23,"Manchester",4
"7917",1979-11-30,"Manchester",12
"7918",1979-12-07,"Manchester",3
"7919",1979-12-14,"Manchester",13
"7920",1979-12-21,"Manchester",4
"7921",1979-12-28,"Manchester",1
"7922",1980-01-04,"Manchester",7
"7923",1980-01-11,"Manchester",15
"7924",1980-01-18,"Manchester",1
"7925",1980-01-25,"Manchester",7
"7926",1980-02-01,"Manchester",6
"7927",1980-02-08,"Manchester",7
"7928",1980-02-15,"Manchester",9
"7929",1980-02-22,"Manchester",4
"7930",1980-02-29,"Manchester",7
"7931",1980-03-07,"Manchester",10
"7932",1980-03-14,"Manchester",6
"7933",1980-03-21,"Manchester",7
"7934",1980-03-28,"Manchester",13
"7935",1980-04-04,"Manchester",11
"7936",1980-04-11,"Manchester",26
"7937",1980-04-18,"Manchester",19
"7938",1980-04-25,"Manchester",20
"7939",1980-05-02,"Manchester",20
"7940",1980-05-09,"Manchester",10
"7941",1980-05-16,"Manchester",8
"7942",1980-05-23,"Manchester",19
"7943",1980-05-30,"Manchester",8
"7944",1980-06-06,"Manchester",13
"7945",1980-06-13,"Manchester",17
"7946",1980-06-20,"Manchester",24
"7947",1980-06-27,"Manchester",7
"7948",1980-07-04,"Manchester",27
"7949",1980-07-11,"Manchester",20
"7950",1980-07-18,"Manchester",47
"7951",1980-07-25,"Manchester",29
"7952",1980-08-01,"Manchester",52
"7953",1980-08-08,"Manchester",46
"7954",1980-08-15,"Manchester",32
"7955",1980-08-22,"Manchester",34
"7956",1980-08-29,"Manchester",9
"7957",1980-09-05,"Manchester",13
"7958",1980-09-12,"Manchester",12
"7959",1980-09-19,"Manchester",5
"7960",1980-09-26,"Manchester",8
"7961",1980-10-03,"Manchester",5
"7962",1980-10-10,"Manchester",6
"7963",1980-10-17,"Manchester",14
"7964",1980-10-24,"Manchester",4
"7965",1980-10-31,"Manchester",8
"7966",1980-11-07,"Manchester",8
"7967",1980-11-14,"Manchester",1
"7968",1980-11-21,"Manchester",6
"7969",1980-11-28,"Manchester",9
"7970",1980-12-05,"Manchester",8
"7971",1980-12-12,"Manchester",7
"7972",1980-12-19,"Manchester",6
"7973",1980-12-26,"Manchester",9
"7974",1981-01-02,"Manchester",5
"7975",1981-01-09,"Manchester",9
"7976",1981-01-16,"Manchester",7
"7977",1981-01-23,"Manchester",5
"7978",1981-01-30,"Manchester",6
"7979",1981-02-06,"Manchester",6
"7980",1981-02-13,"Manchester",28
"7981",1981-02-20,"Manchester",21
"7982",1981-02-27,"Manchester",31
"7983",1981-03-06,"Manchester",13
"7984",1981-03-13,"Manchester",20
"7985",1981-03-20,"Manchester",11
"7986",1981-03-27,"Manchester",26
"7987",1981-04-03,"Manchester",21
"7988",1981-04-10,"Manchester",36
"7989",1981-04-17,"Manchester",28
"7990",1981-04-24,"Manchester",27
"7991",1981-05-01,"Manchester",21
"7992",1981-05-08,"Manchester",34
"7993",1981-05-15,"Manchester",39
"7994",1981-05-22,"Manchester",40
"7995",1981-05-29,"Manchester",39
"7996",1981-06-05,"Manchester",41
"7997",1981-06-12,"Manchester",24
"7998",1981-06-19,"Manchester",17
"7999",1981-06-26,"Manchester",22
"8000",1981-07-03,"Manchester",10
"8001",1981-07-10,"Manchester",30
"8002",1981-07-17,"Manchester",23
"8003",1981-07-24,"Manchester",26
"8004",1981-07-31,"Manchester",17
"8005",1981-08-07,"Manchester",26
"8006",1981-08-14,"Manchester",47
"8007",1981-08-21,"Manchester",23
"8008",1981-08-28,"Manchester",10
"8009",1981-09-04,"Manchester",5
"8010",1981-09-11,"Manchester",8
"8011",1981-09-18,"Manchester",12
"8012",1981-09-25,"Manchester",9
"8013",1981-10-02,"Manchester",14
"8014",1981-10-09,"Manchester",12
"8015",1981-10-16,"Manchester",8
"8016",1981-10-23,"Manchester",1
"8017",1981-10-30,"Manchester",6
"8018",1981-11-06,"Manchester",3
"8019",1981-11-13,"Manchester",10
"8020",1981-11-20,"Manchester",6
"8021",1981-11-27,"Manchester",14
"8022",1981-12-04,"Manchester",4
"8023",1981-12-11,"Manchester",9
"8024",1981-12-18,"Manchester",9
"8025",1981-12-25,"Manchester",1
"8026",1982-01-01,"Manchester",1
"8027",1982-01-08,"Manchester",7
"8028",1982-01-15,"Manchester",9
"8029",1982-01-22,"Manchester",4
"8030",1982-01-29,"Manchester",5
"8031",1982-02-05,"Manchester",8
"8032",1982-02-12,"Manchester",4
"8033",1982-02-19,"Manchester",6
"8034",1982-02-26,"Manchester",5
"8035",1982-03-05,"Manchester",8
"8036",1982-03-12,"Manchester",16
"8037",1982-03-19,"Manchester",12
"8038",1982-03-26,"Manchester",19
"8039",1982-04-02,"Manchester",15
"8040",1982-04-09,"Manchester",15
"8041",1982-04-16,"Manchester",6
"8042",1982-04-23,"Manchester",4
"8043",1982-04-30,"Manchester",19
"8044",1982-05-07,"Manchester",8
"8045",1982-05-14,"Manchester",5
"8046",1982-05-21,"Manchester",2
"8047",1982-05-28,"Manchester",7
"8048",1982-06-04,"Manchester",5
"8049",1982-06-11,"Manchester",7
"8050",1982-06-18,"Manchester",7
"8051",1982-06-25,"Manchester",18
"8052",1982-07-02,"Manchester",7
"8053",1982-07-09,"Manchester",17
"8054",1982-07-16,"Manchester",6
"8055",1982-07-23,"Manchester",21
"8056",1982-07-30,"Manchester",27
"8057",1982-08-06,"Manchester",24
"8058",1982-08-13,"Manchester",17
"8059",1982-08-20,"Manchester",10
"8060",1982-08-27,"Manchester",14
"8061",1982-09-03,"Manchester",5
"8062",1982-09-10,"Manchester",14
"8063",1982-09-17,"Manchester",14
"8064",1982-09-24,"Manchester",10
"8065",1982-10-01,"Manchester",10
"8066",1982-10-08,"Manchester",4
"8067",1982-10-15,"Manchester",6
"8068",1982-10-22,"Manchester",4
"8069",1982-10-29,"Manchester",6
"8070",1982-11-05,"Manchester",8
"8071",1982-11-12,"Manchester",10
"8072",1982-11-19,"Manchester",10
"8073",1982-11-26,"Manchester",13
"8074",1982-12-03,"Manchester",16
"8075",1982-12-10,"Manchester",15
"8076",1982-12-17,"Manchester",8
"8077",1982-12-24,"Manchester",10
"8078",1982-12-31,"Manchester",28
"8079",1983-01-07,"Manchester",45
"8080",1983-01-14,"Manchester",30
"8081",1983-01-21,"Manchester",15
"8082",1983-01-28,"Manchester",34
"8083",1983-02-04,"Manchester",6
"8084",1983-02-11,"Manchester",25
"8085",1983-02-18,"Manchester",19
"8086",1983-02-25,"Manchester",24
"8087",1983-03-04,"Manchester",34
"8088",1983-03-11,"Manchester",34
"8089",1983-03-18,"Manchester",71
"8090",1983-03-25,"Manchester",44
"8091",1983-04-01,"Manchester",29
"8092",1983-04-08,"Manchester",31
"8093",1983-04-15,"Manchester",76
"8094",1983-04-22,"Manchester",50
"8095",1983-04-29,"Manchester",46
"8096",1983-05-06,"Manchester",16
"8097",1983-05-13,"Manchester",45
"8098",1983-05-20,"Manchester",39
"8099",1983-05-27,"Manchester",45
"8100",1983-06-03,"Manchester",29
"8101",1983-06-10,"Manchester",67
"8102",1983-06-17,"Manchester",40
"8103",1983-06-24,"Manchester",46
"8104",1983-07-01,"Manchester",44
"8105",1983-07-08,"Manchester",33
"8106",1983-07-15,"Manchester",41
"8107",1983-07-22,"Manchester",45
"8108",1983-07-29,"Manchester",55
"8109",1983-08-05,"Manchester",34
"8110",1983-08-12,"Manchester",23
"8111",1983-08-19,"Manchester",33
"8112",1983-08-26,"Manchester",17
"8113",1983-09-02,"Manchester",3
"8114",1983-09-09,"Manchester",4
"8115",1983-09-16,"Manchester",4
"8116",1983-09-23,"Manchester",16
"8117",1983-09-30,"Manchester",7
"8118",1983-10-07,"Manchester",11
"8119",1983-10-14,"Manchester",3
"8120",1983-10-21,"Manchester",6
"8121",1983-10-28,"Manchester",4
"8122",1983-11-04,"Manchester",16
"8123",1983-11-11,"Manchester",8
"8124",1983-11-18,"Manchester",5
"8125",1983-11-25,"Manchester",1
"8126",1983-12-02,"Manchester",13
"8127",1983-12-09,"Manchester",4
"8128",1983-12-16,"Manchester",9
"8129",1983-12-23,"Manchester",4
"8130",1983-12-30,"Manchester",7
"8131",1984-01-06,"Manchester",4
"8132",1984-01-13,"Manchester",14
"8133",1984-01-20,"Manchester",11
"8134",1984-01-27,"Manchester",3
"8135",1984-02-03,"Manchester",8
"8136",1984-02-10,"Manchester",1
"8137",1984-02-17,"Manchester",10
"8138",1984-02-24,"Manchester",16
"8139",1984-03-02,"Manchester",30
"8140",1984-03-09,"Manchester",10
"8141",1984-03-16,"Manchester",21
"8142",1984-03-23,"Manchester",24
"8143",1984-03-30,"Manchester",9
"8144",1984-04-06,"Manchester",24
"8145",1984-04-13,"Manchester",23
"8146",1984-04-20,"Manchester",15
"8147",1984-04-27,"Manchester",12
"8148",1984-05-04,"Manchester",34
"8149",1984-05-11,"Manchester",13
"8150",1984-05-18,"Manchester",15
"8151",1984-05-25,"Manchester",27
"8152",1984-06-01,"Manchester",12
"8153",1984-06-08,"Manchester",24
"8154",1984-06-15,"Manchester",34
"8155",1984-06-22,"Manchester",18
"8156",1984-06-29,"Manchester",17
"8157",1984-07-06,"Manchester",20
"8158",1984-07-13,"Manchester",20
"8159",1984-07-20,"Manchester",36
"8160",1984-07-27,"Manchester",13
"8161",1984-08-03,"Manchester",21
"8162",1984-08-10,"Manchester",12
"8163",1984-08-17,"Manchester",30
"8164",1984-08-24,"Manchester",16
"8165",1984-08-31,"Manchester",7
"8166",1984-09-07,"Manchester",10
"8167",1984-09-14,"Manchester",3
"8168",1984-09-21,"Manchester",5
"8169",1984-09-28,"Manchester",5
"8170",1984-10-05,"Manchester",3
"8171",1984-10-12,"Manchester",4
"8172",1984-10-19,"Manchester",5
"8173",1984-10-26,"Manchester",6
"8174",1984-11-02,"Manchester",3
"8175",1984-11-09,"Manchester",16
"8176",1984-11-16,"Manchester",14
"8177",1984-11-23,"Manchester",2
"8178",1984-11-30,"Manchester",9
"8179",1984-12-07,"Manchester",12
"8180",1984-12-14,"Manchester",27
"8181",1984-12-21,"Manchester",33
"8182",1984-12-28,"Manchester",13
"8183",1985-01-04,"Manchester",15
"8184",1985-01-11,"Manchester",27
"8185",1985-01-18,"Manchester",17
"8186",1985-01-25,"Manchester",6
"8187",1985-02-01,"Manchester",11
"8188",1985-02-08,"Manchester",22
"8189",1985-02-15,"Manchester",25
"8190",1985-02-22,"Manchester",29
"8191",1985-03-01,"Manchester",16
"8192",1985-03-08,"Manchester",17
"8193",1985-03-15,"Manchester",21
"8194",1985-03-22,"Manchester",13
"8195",1985-03-29,"Manchester",23
"8196",1985-04-05,"Manchester",9
"8197",1985-04-12,"Manchester",10
"8198",1985-04-19,"Manchester",13
"8199",1985-04-26,"Manchester",11
"8200",1985-05-03,"Manchester",10
"8201",1985-05-10,"Manchester",7
"8202",1985-05-17,"Manchester",19
"8203",1985-05-24,"Manchester",20
"8204",1985-05-31,"Manchester",20
"8205",1985-06-07,"Manchester",18
"8206",1985-06-14,"Manchester",19
"8207",1985-06-21,"Manchester",22
"8208",1985-06-28,"Manchester",19
"8209",1985-07-05,"Manchester",19
"8210",1985-07-12,"Manchester",21
"8211",1985-07-19,"Manchester",29
"8212",1985-07-26,"Manchester",37
"8213",1985-08-02,"Manchester",27
"8214",1985-08-09,"Manchester",22
"8215",1985-08-16,"Manchester",18
"8216",1985-08-23,"Manchester",31
"8217",1985-08-30,"Manchester",18
"8218",1985-09-06,"Manchester",22
"8219",1985-09-13,"Manchester",19
"8220",1985-09-20,"Manchester",10
"8221",1985-09-27,"Manchester",5
"8222",1985-10-04,"Manchester",16
"8223",1985-10-11,"Manchester",12
"8224",1985-10-18,"Manchester",8
"8225",1985-10-25,"Manchester",10
"8226",1985-11-01,"Manchester",4
"8227",1985-11-08,"Manchester",13
"8228",1985-11-15,"Manchester",3
"8229",1985-11-22,"Manchester",6
"8230",1985-11-29,"Manchester",10
"8231",1985-12-06,"Manchester",13
"8232",1985-12-13,"Manchester",5
"8233",1985-12-20,"Manchester",14
"8234",1985-12-27,"Manchester",10
"8235",1986-01-03,"Manchester",22
"8236",1986-01-10,"Manchester",38
"8237",1986-01-17,"Manchester",22
"8238",1986-01-24,"Manchester",32
"8239",1986-01-31,"Manchester",29
"8240",1986-02-07,"Manchester",25
"8241",1986-02-14,"Manchester",37
"8242",1986-02-21,"Manchester",28
"8243",1986-02-28,"Manchester",30
"8244",1986-03-07,"Manchester",23
"8245",1986-03-14,"Manchester",20
"8246",1986-03-21,"Manchester",31
"8247",1986-03-28,"Manchester",25
"8248",1986-04-04,"Manchester",38
"8249",1986-04-11,"Manchester",50
"8250",1986-04-18,"Manchester",61
"8251",1986-04-25,"Manchester",34
"8252",1986-05-02,"Manchester",39
"8253",1986-05-09,"Manchester",24
"8254",1986-05-16,"Manchester",33
"8255",1986-05-23,"Manchester",91
"8256",1986-05-30,"Manchester",44
"8257",1986-06-06,"Manchester",50
"8258",1986-06-13,"Manchester",56
"8259",1986-06-20,"Manchester",47
"8260",1986-06-27,"Manchester",18
"8261",1986-07-04,"Manchester",28
"8262",1986-07-11,"Manchester",25
"8263",1986-07-18,"Manchester",7
"8264",1986-07-25,"Manchester",22
"8265",1986-08-01,"Manchester",22
"8266",1986-08-08,"Manchester",21
"8267",1986-08-15,"Manchester",15
"8268",1986-08-22,"Manchester",18
"8269",1986-08-29,"Manchester",7
"8270",1986-09-05,"Manchester",7
"8271",1986-09-12,"Manchester",4
"8272",1986-09-19,"Manchester",2
"8273",1986-09-26,"Manchester",10
"8274",1986-10-03,"Manchester",8
"8275",1986-10-10,"Manchester",8
"8276",1986-10-17,"Manchester",3
"8277",1986-10-24,"Manchester",6
"8278",1986-10-31,"Manchester",7
"8279",1986-11-07,"Manchester",6
"8280",1986-11-14,"Manchester",1
"8281",1986-11-21,"Manchester",6
"8282",1986-11-28,"Manchester",2
"8283",1986-12-05,"Manchester",4
"8284",1986-12-12,"Manchester",2
"8285",1986-12-19,"Manchester",7
"8286",1986-12-26,"Manchester",0
"8287",1987-01-02,"Manchester",2
"8288",1987-01-09,"Manchester",10
"8289",1987-01-16,"Manchester",3
"8290",1987-01-23,"Manchester",3
"8291",1987-01-30,"Manchester",7
"8292",1987-02-06,"Manchester",0
"8293",1987-02-13,"Manchester",1
"8294",1987-02-20,"Manchester",7
"8295",1987-02-27,"Manchester",6
"8296",1987-03-06,"Manchester",2
"8297",1987-03-13,"Manchester",1
"8298",1987-03-20,"Manchester",5
"8299",1987-03-27,"Manchester",6
"8300",1987-04-03,"Manchester",3
"8301",1987-04-10,"Manchester",6
"8302",1987-04-17,"Manchester",5
"8303",1987-04-24,"Manchester",5
"8304",1987-05-01,"Manchester",7
"8305",1987-05-08,"Manchester",4
"8306",1987-05-15,"Manchester",8
"8307",1987-05-22,"Manchester",3
"8308",1987-05-29,"Manchester",5
"8309",1987-06-05,"Manchester",3
"8310",1987-06-12,"Manchester",10
"8311",1987-06-19,"Manchester",2
"8312",1987-06-26,"Manchester",9
"8313",1987-07-03,"Manchester",11
"8314",1987-07-10,"Manchester",2
"8315",1987-07-17,"Manchester",8
"8316",1987-07-24,"Manchester",4
"8317",1987-07-31,"Manchester",4
"8318",1987-08-07,"Manchester",2
"8319",1987-08-14,"Manchester",5
"8320",1987-08-21,"Manchester",6
"8321",1987-08-28,"Manchester",5
"8322",1987-09-04,"Manchester",4
"8323",1987-09-11,"Manchester",2
"8324",1987-09-18,"Manchester",0
"8325",1987-09-25,"Manchester",3
"8326",1987-10-02,"Manchester",4
"8327",1987-10-09,"Manchester",1
"8328",1987-10-16,"Manchester",5
"8329",1987-10-23,"Manchester",5
"8330",1987-10-30,"Manchester",12
"8331",1987-11-06,"Manchester",10
"8332",1987-11-13,"Manchester",16
"8333",1987-11-20,"Manchester",4
"8334",1987-11-27,"Manchester",13
"8335",1987-12-04,"Manchester",9
"8336",1987-12-11,"Manchester",14
"8337",1948-01-10,"Newcastle",58
"8338",1948-01-17,"Newcastle",52
"8339",1948-01-24,"Newcastle",34
"8340",1948-01-31,"Newcastle",25
"8341",1948-02-07,"Newcastle",27
"8342",1948-02-14,"Newcastle",47
"8343",1948-02-21,"Newcastle",46
"8344",1948-02-28,"Newcastle",66
"8345",1948-03-06,"Newcastle",57
"8346",1948-03-13,"Newcastle",82
"8347",1948-03-20,"Newcastle",92
"8348",1948-03-27,"Newcastle",94
"8349",1948-04-03,"Newcastle",93
"8350",1948-04-10,"Newcastle",110
"8351",1948-04-17,"Newcastle",90
"8352",1948-04-24,"Newcastle",82
"8353",1948-05-01,"Newcastle",98
"8354",1948-05-08,"Newcastle",141
"8355",1948-05-15,"Newcastle",107
"8356",1948-05-22,"Newcastle",130
"8357",1948-05-29,"Newcastle",138
"8358",1948-06-05,"Newcastle",155
"8359",1948-06-12,"Newcastle",141
"8360",1948-06-19,"Newcastle",180
"8361",1948-06-26,"Newcastle",167
"8362",1948-07-03,"Newcastle",133
"8363",1948-07-10,"Newcastle",118
"8364",1948-07-17,"Newcastle",143
"8365",1948-07-24,"Newcastle",127
"8366",1948-07-31,"Newcastle",102
"8367",1948-08-07,"Newcastle",99
"8368",1948-08-14,"Newcastle",112
"8369",1948-08-21,"Newcastle",82
"8370",1948-08-28,"Newcastle",48
"8371",1948-09-04,"Newcastle",48
"8372",1948-09-11,"Newcastle",24
"8373",1948-09-18,"Newcastle",39
"8374",1948-09-25,"Newcastle",18
"8375",1948-10-02,"Newcastle",18
"8376",1948-10-09,"Newcastle",25
"8377",1948-10-16,"Newcastle",17
"8378",1948-10-23,"Newcastle",27
"8379",1948-10-30,"Newcastle",15
"8380",1948-11-06,"Newcastle",20
"8381",1948-11-13,"Newcastle",8
"8382",1948-11-20,"Newcastle",8
"8383",1948-11-27,"Newcastle",6
"8384",1948-12-04,"Newcastle",14
"8385",1948-12-11,"Newcastle",4
"8386",1948-12-18,"Newcastle",10
"8387",1948-12-25,"Newcastle",9
"8388",1949-01-01,"Newcastle",15
"8389",1949-01-08,"Newcastle",8
