"","date","city","count"
"2959",1964-10-10,"Bristol",31
"2960",1964-10-17,"Bristol",21
"2961",1964-10-24,"Bristol",20
"2962",1964-10-31,"Bristol",28
"2963",1964-11-07,"Bristol",34
"2964",1964-11-14,"Bristol",38
"2965",1964-11-21,"Bristol",27
"2966",1964-11-28,"Bristol",20
"2967",1964-12-05,"Bristol",39
"2968",1964-12-12,"Bristol",31
"2969",1964-12-19,"Bristol",34
"2970",1964-12-26,"Bristol",42
"2971",1965-01-02,"Bristol",91
"2972",1965-01-09,"Bristol",46
"2973",1965-01-16,"Bristol",44
"2974",1965-01-23,"Bristol",99
"2975",1965-01-30,"Bristol",120
"2976",1965-02-06,"Bristol",182
"2977",1965-02-13,"Bristol",224
"2978",1965-02-20,"Bristol",178
"2979",1965-02-27,"Bristol",209
"2980",1965-03-06,"Bristol",213
"2981",1965-03-13,"Bristol",189
"2982",1965-03-20,"Bristol",296
"2983",1965-03-27,"Bristol",193
"2984",1965-04-03,"Bristol",297
"2985",1965-04-10,"Bristol",329
"2986",1965-04-17,"Bristol",220
"2987",1965-04-24,"Bristol",255
"2988",1965-05-01,"Bristol",215
"2989",1965-05-08,"Bristol",206
"2990",1965-05-15,"Bristol",135
"2991",1965-05-22,"Bristol",169
"2992",1965-05-29,"Bristol",122
"2993",1965-06-05,"Bristol",202
"2994",1965-06-12,"Bristol",170
"2995",1965-06-19,"Bristol",233
"2996",1965-06-26,"Bristol",167
"2997",1965-07-03,"Bristol",133
"2998",1965-07-10,"Bristol",111
"2999",1965-07-17,"Bristol",138
"3000",1965-07-24,"Bristol",69
"3001",1965-07-31,"Bristol",62
"3002",1965-08-07,"Bristol",106
"3003",1965-08-14,"Bristol",27
"3004",1965-08-21,"Bristol",35
"3005",1965-08-28,"Bristol",30
"3006",1965-09-04,"Bristol",31
"3007",1965-09-11,"Bristol",16
"3008",1965-09-18,"Bristol",14
"3009",1965-09-25,"Bristol",6
"3010",1965-10-02,"Bristol",12
"3011",1965-10-09,"Bristol",5
"3012",1965-10-16,"Bristol",12
"3013",1965-10-23,"Bristol",4
"3014",1965-10-30,"Bristol",7
"3015",1965-11-06,"Bristol",4
"3016",1965-11-13,"Bristol",4
"3017",1965-11-20,"Bristol",6
"3018",1965-11-27,"Bristol",3
"3019",1965-12-04,"Bristol",0
"3020",1965-12-11,"Bristol",4
"3021",1965-12-18,"Bristol",1
"3022",1965-12-25,"Bristol",4
"3023",1966-01-01,"Bristol",7
"3024",1966-01-08,"Bristol",9
"3025",1966-01-15,"Bristol",14
"3026",1966-01-22,"Bristol",7
"3027",1966-01-29,"Bristol",8
"3028",1966-02-05,"Bristol",12
"3029",1966-02-12,"Bristol",20
"3030",1966-02-19,"Bristol",20
"3031",1966-02-26,"Bristol",13
"3032",1966-03-05,"Bristol",8
"3033",1966-03-12,"Bristol",21
"3034",1966-03-19,"Bristol",41
"3035",1966-03-26,"Bristol",78
"3036",1966-04-02,"Bristol",85
"3037",1966-04-09,"Bristol",98
"3038",1966-04-16,"Bristol",128
"3039",1966-04-23,"Bristol",122
"3040",1966-04-30,"Bristol",161
"3041",1966-05-07,"Bristol",139
"3042",1966-05-14,"Bristol",83
"3043",1966-05-21,"Bristol",92
"3044",1966-05-28,"Bristol",80
"3045",1966-06-04,"Bristol",158
"3046",1966-06-11,"Bristol",117
"3047",1966-06-18,"Bristol",108
"3048",1966-06-25,"Bristol",130
"3049",1966-07-02,"Bristol",143
"3050",1966-07-09,"Bristol",115
"3051",1966-07-16,"Bristol",95
"3052",1966-07-23,"Bristol",162
"3053",1966-07-30,"Bristol",83
"3054",1966-08-06,"Bristol",93
"3055",1966-08-13,"Bristol",89
"3056",1966-08-20,"Bristol",63
"3057",1966-08-27,"Bristol",46
"3058",1966-09-03,"Bristol",26
"3059",1966-09-10,"Bristol",23
"3060",1966-09-17,"Bristol",17
"3061",1966-09-24,"Bristol",23
"3062",1966-10-01,"Bristol",9
"3063",1966-10-08,"Bristol",27
"3064",1966-10-15,"Bristol",16
"3065",1966-10-22,"Bristol",12
"3066",1966-10-29,"Bristol",41
"3067",1966-11-05,"Bristol",41
"3068",1966-11-12,"Bristol",18
"3069",1966-11-19,"Bristol",46
"3070",1966-11-26,"Bristol",45
"3071",1966-12-03,"Bristol",70
"3072",1966-12-10,"Bristol",97
"3073",1966-12-17,"Bristol",86
"3074",1966-12-24,"Bristol",137
"3075",1966-12-31,"Bristol",155
"3076",1967-01-06,"Bristol",219
"3077",1967-01-13,"Bristol",134
"3078",1967-01-20,"Bristol",216
"3079",1967-01-27,"Bristol",198
"3080",1967-02-03,"Bristol",173
"3081",1967-02-10,"Bristol",260
"3082",1967-02-17,"Bristol",195
"3083",1967-02-24,"Bristol",191
"3084",1967-03-03,"Bristol",172
"3085",1967-03-10,"Bristol",148
"3086",1967-03-17,"Bristol",157
"3087",1967-03-24,"Bristol",103
"3088",1967-03-31,"Bristol",136
"3089",1967-04-07,"Bristol",138
"3090",1967-04-14,"Bristol",98
"3091",1967-04-21,"Bristol",97
"3092",1967-04-28,"Bristol",101
"3093",1967-05-05,"Bristol",93
"3094",1967-05-12,"Bristol",77
"3095",1967-05-19,"Bristol",72
"3096",1967-05-26,"Bristol",75
"3097",1967-06-02,"Bristol",61
"3098",1967-06-09,"Bristol",81
"3099",1967-06-16,"Bristol",67
"3100",1967-06-23,"Bristol",49
"3101",1967-06-30,"Bristol",49
"3102",1967-07-07,"Bristol",44
"3103",1967-07-14,"Bristol",24
"3104",1967-07-21,"Bristol",51
"3105",1967-07-28,"Bristol",23
"3106",1967-08-04,"Bristol",27
"3107",1967-08-11,"Bristol",21
"3108",1967-08-18,"Bristol",18
"3109",1967-08-25,"Bristol",12
"3110",1967-09-01,"Bristol",8
"3111",1967-09-08,"Bristol",3
"3112",1967-09-15,"Bristol",13
"3113",1967-09-22,"Bristol",9
"3114",1967-09-29,"Bristol",4
"3115",1967-10-06,"Bristol",8
"3116",1967-10-13,"Bristol",3
"3117",1967-10-20,"Bristol",12
"3118",1967-10-27,"Bristol",7
"3119",1967-11-03,"Bristol",3
"3120",1967-11-10,"Bristol",5
"3121",1967-11-17,"Bristol",4
"3122",1967-11-24,"Bristol",12
"3123",1967-12-01,"Bristol",8
"3124",1967-12-08,"Bristol",13
"3125",1967-12-15,"Bristol",13
"3126",1967-12-22,"Bristol",13
"3127",1967-12-29,"Bristol",3
"3128",1968-01-05,"Bristol",18
"3129",1968-01-12,"Bristol",8
"3130",1968-01-19,"Bristol",10
"3131",1968-01-26,"Bristol",9
"3132",1968-02-02,"Bristol",13
"3133",1968-02-09,"Bristol",14
"3134",1968-02-16,"Bristol",8
"3135",1968-02-23,"Bristol",19
"3136",1968-03-01,"Bristol",9
"3137",1968-03-08,"Bristol",11
"3138",1968-03-15,"Bristol",14
"3139",1968-03-22,"Bristol",10
"3140",1968-03-29,"Bristol",13
"3141",1968-04-05,"Bristol",5
"3142",1968-04-12,"Bristol",8
"3143",1968-04-19,"Bristol",0
"3144",1968-04-26,"Bristol",7
"3145",1968-05-03,"Bristol",9
"3146",1968-05-10,"Bristol",13
"3147",1968-05-17,"Bristol",12
"3148",1968-05-24,"Bristol",28
"3149",1968-05-31,"Bristol",23
"3150",1968-06-07,"Bristol",11
"3151",1968-06-14,"Bristol",14
"3152",1968-06-21,"Bristol",12
"3153",1968-06-28,"Bristol",21
"3154",1968-07-05,"Bristol",8
"3155",1968-07-12,"Bristol",15
"3156",1968-07-19,"Bristol",16
"3157",1968-07-26,"Bristol",16
"3158",1968-08-02,"Bristol",24
"3159",1968-08-09,"Bristol",23
"3160",1968-08-16,"Bristol",24
"3161",1968-08-23,"Bristol",29
"3162",1968-08-30,"Bristol",24
"3163",1968-09-06,"Bristol",20
"3164",1968-09-13,"Bristol",19
"3165",1968-09-20,"Bristol",16
"3166",1968-09-27,"Bristol",21
"3167",1968-10-04,"Bristol",13
"3168",1968-10-11,"Bristol",28
"3169",1968-10-18,"Bristol",27
"3170",1968-10-25,"Bristol",33
"3171",1968-11-01,"Bristol",28
"3172",1968-11-08,"Bristol",46
"3173",1968-11-15,"Bristol",60
"3174",1968-11-22,"Bristol",28
"3175",1968-11-29,"Bristol",22
"3176",1968-12-06,"Bristol",20
"3177",1968-12-13,"Bristol",20
"3178",1968-12-20,"Bristol",14
"3179",1968-12-27,"Bristol",20
"3180",1969-01-03,"Bristol",54
"3181",1969-01-10,"Bristol",52
"3182",1969-01-17,"Bristol",61
"3183",1969-01-24,"Bristol",32
"3184",1969-01-31,"Bristol",37
"3185",1969-02-07,"Bristol",67
"3186",1969-02-14,"Bristol",49
"3187",1969-02-21,"Bristol",38
"3188",1969-02-28,"Bristol",48
"3189",1969-03-07,"Bristol",65
"3190",1969-03-14,"Bristol",48
"3191",1969-03-21,"Bristol",62
"3192",1969-03-28,"Bristol",93
"3193",1969-04-04,"Bristol",43
"3194",1969-04-11,"Bristol",30
"3195",1969-04-18,"Bristol",41
"3196",1969-04-25,"Bristol",30
"3197",1969-05-02,"Bristol",9
"3198",1969-05-09,"Bristol",28
"3199",1969-05-16,"Bristol",26
"3200",1969-05-23,"Bristol",33
"3201",1969-05-30,"Bristol",31
"3202",1969-06-06,"Bristol",48
"3203",1969-06-13,"Bristol",27
"3204",1969-06-20,"Bristol",13
"3205",1969-06-27,"Bristol",30
"3206",1969-07-04,"Bristol",20
"3207",1969-07-11,"Bristol",24
"3208",1969-07-18,"Bristol",14
"3209",1969-07-25,"Bristol",36
"3210",1969-08-01,"Bristol",46
"3211",1969-08-08,"Bristol",36
"3212",1969-08-15,"Bristol",22
"3213",1969-08-22,"Bristol",23
"3214",1969-08-29,"Bristol",11
"3215",1969-09-05,"Bristol",4
"3216",1969-09-12,"Bristol",17
"3217",1969-09-19,"Bristol",5
"3218",1969-09-26,"Bristol",8
"3219",1969-10-03,"Bristol",3
"3220",1969-10-10,"Bristol",5
"3221",1969-10-17,"Bristol",10
"3222",1969-10-24,"Bristol",3
"3223",1969-10-31,"Bristol",9
"3224",1969-11-07,"Bristol",7
"3225",1969-11-14,"Bristol",8
"3226",1969-11-21,"Bristol",8
"3227",1969-11-28,"Bristol",3
"3228",1969-12-05,"Bristol",20
"3229",1969-12-12,"Bristol",7
"3230",1969-12-19,"Bristol",9
"3231",1969-12-26,"Bristol",6
"3232",1970-01-02,"Bristol",3
"3233",1970-01-09,"Bristol",11
"3234",1970-01-16,"Bristol",9
"3235",1970-01-23,"Bristol",6
"3236",1970-01-30,"Bristol",14
"3237",1970-02-06,"Bristol",11
"3238",1970-02-13,"Bristol",11
"3239",1970-02-20,"Bristol",33
"3240",1970-02-27,"Bristol",32
"3241",1970-03-06,"Bristol",31
"3242",1970-03-13,"Bristol",21
"3243",1970-03-20,"Bristol",30
"3244",1970-03-27,"Bristol",23
"3245",1970-04-03,"Bristol",20
"3246",1970-04-10,"Bristol",29
"3247",1970-04-17,"Bristol",21
"3248",1970-04-24,"Bristol",41
"3249",1970-05-01,"Bristol",39
"3250",1970-05-08,"Bristol",43
"3251",1970-05-15,"Bristol",30
"3252",1970-05-22,"Bristol",37
"3253",1970-05-29,"Bristol",32
"3254",1970-06-05,"Bristol",39
"3255",1970-06-12,"Bristol",30
"3256",1970-06-19,"Bristol",45
"3257",1970-06-26,"Bristol",41
"3258",1970-07-03,"Bristol",53
"3259",1970-07-10,"Bristol",70
"3260",1970-07-17,"Bristol",72
"3261",1970-07-24,"Bristol",58
"3262",1970-07-31,"Bristol",52
"3263",1970-08-07,"Bristol",52
"3264",1970-08-14,"Bristol",45
"3265",1970-08-21,"Bristol",32
"3266",1970-08-28,"Bristol",24
"3267",1970-09-04,"Bristol",35
"3268",1970-09-11,"Bristol",8
"3269",1970-09-18,"Bristol",15
"3270",1970-09-25,"Bristol",9
"3271",1970-10-02,"Bristol",13
"3272",1970-10-09,"Bristol",14
"3273",1970-10-16,"Bristol",18
"3274",1970-10-23,"Bristol",14
"3275",1970-10-30,"Bristol",10
"3276",1970-11-06,"Bristol",4
"3277",1970-11-13,"Bristol",19
"3278",1970-11-20,"Bristol",4
"3279",1970-11-27,"Bristol",15
"3280",1970-12-04,"Bristol",12
"3281",1970-12-11,"Bristol",10
"3282",1970-12-18,"Bristol",13
"3283",1970-12-25,"Bristol",8
"3284",1971-01-01,"Bristol",26
"3285",1971-01-08,"Bristol",19
"3286",1971-01-15,"Bristol",12
"3287",1971-01-22,"Bristol",4
"3288",1971-01-29,"Bristol",21
"3289",1971-02-05,"Bristol",14
"3290",1971-02-12,"Bristol",22
"3291",1971-02-19,"Bristol",33
"3292",1971-02-26,"Bristol",29
"3293",1971-03-05,"Bristol",34
"3294",1971-03-12,"Bristol",32
"3295",1971-03-19,"Bristol",29
"3296",1971-03-26,"Bristol",51
"3297",1971-04-02,"Bristol",22
"3298",1971-04-09,"Bristol",27
"3299",1971-04-16,"Bristol",24
"3300",1971-04-23,"Bristol",32
"3301",1971-04-30,"Bristol",39
"3302",1971-05-07,"Bristol",11
"3303",1971-05-14,"Bristol",22
"3304",1971-05-21,"Bristol",20
"3305",1971-05-28,"Bristol",34
"3306",1971-06-04,"Bristol",15
"3307",1971-06-11,"Bristol",33
"3308",1971-06-18,"Bristol",35
"3309",1971-06-25,"Bristol",33
"3310",1971-07-02,"Bristol",17
"3311",1971-07-09,"Bristol",39
"3312",1971-07-16,"Bristol",25
"3313",1971-07-23,"Bristol",38
"3314",1971-07-30,"Bristol",32
"3315",1971-08-06,"Bristol",29
"3316",1971-08-13,"Bristol",28
"3317",1971-08-20,"Bristol",13
"3318",1971-08-27,"Bristol",9
"3319",1971-09-03,"Bristol",7
"3320",1971-09-10,"Bristol",9
"3321",1971-09-17,"Bristol",3
"3322",1971-09-24,"Bristol",5
"3323",1971-10-01,"Bristol",8
"3324",1971-10-08,"Bristol",6
"3325",1971-10-15,"Bristol",4
"3326",1971-10-22,"Bristol",10
"3327",1971-10-29,"Bristol",3
"3328",1971-11-05,"Bristol",4
"3329",1971-11-12,"Bristol",6
"3330",1971-11-19,"Bristol",5
"3331",1971-11-26,"Bristol",4
"3332",1971-12-03,"Bristol",7
"3333",1971-12-10,"Bristol",3
"3334",1971-12-17,"Bristol",3
"3335",1971-12-24,"Bristol",6
"3336",1971-12-31,"Bristol",31
"3337",1972-01-07,"Bristol",24
"3338",1972-01-14,"Bristol",39
"3339",1972-01-21,"Bristol",6
"3340",1972-01-28,"Bristol",15
"3341",1972-02-04,"Bristol",21
"3342",1972-02-11,"Bristol",16
"3343",1972-02-18,"Bristol",15
"3344",1972-02-25,"Bristol",19
"3345",1972-03-03,"Bristol",20
"3346",1972-03-10,"Bristol",65
"3347",1972-03-17,"Bristol",48
"3348",1972-03-24,"Bristol",51
"3349",1972-03-31,"Bristol",62
"3350",1972-04-07,"Bristol",59
"3351",1972-04-14,"Bristol",58
"3352",1972-04-21,"Bristol",28
"3353",1972-04-28,"Bristol",36
"3354",1972-05-05,"Bristol",45
"3355",1972-05-12,"Bristol",48
"3356",1972-05-19,"Bristol",38
"3357",1972-05-26,"Bristol",56
"3358",1972-06-02,"Bristol",43
"3359",1972-06-09,"Bristol",56
"3360",1972-06-16,"Bristol",50
"3361",1972-06-23,"Bristol",27
"3362",1972-06-30,"Bristol",43
"3363",1972-07-07,"Bristol",29
"3364",1972-07-14,"Bristol",59
"3365",1972-07-21,"Bristol",45
"3366",1972-07-28,"Bristol",27
"3367",1972-08-04,"Bristol",29
"3368",1972-08-11,"Bristol",43
"3369",1972-08-18,"Bristol",34
"3370",1972-08-25,"Bristol",17
"3371",1972-09-01,"Bristol",9
"3372",1972-09-08,"Bristol",5
"3373",1972-09-15,"Bristol",9
"3374",1972-09-22,"Bristol",NA
"3375",1972-09-29,"Bristol",3
"3376",1972-10-06,"Bristol",20
"3377",1972-10-13,"Bristol",5
"3378",1972-10-20,"Bristol",6
"3379",1972-10-27,"Bristol",13
"3380",1972-11-03,"Bristol",11
"3381",1972-11-10,"Bristol",7
"3382",1972-11-17,"Bristol",6
"3383",1972-11-24,"Bristol",6
"3384",1972-12-01,"Bristol",2
"3385",1972-12-08,"Bristol",5
"3386",1972-12-15,"Bristol",3
"3387",1972-12-22,"Bristol",6
"3388",1972-12-29,"Bristol",7
"3389",1973-01-05,"Bristol",13
"3390",1973-01-12,"Bristol",2
"3391",1973-01-19,"Bristol",2
"3392",1973-01-26,"Bristol",5
"3393",1973-02-02,"Bristol",9
"3394",1973-02-09,"Bristol",4
"3395",1973-02-16,"Bristol",7
"3396",1973-02-23,"Bristol",8
"3397",1973-03-02,"Bristol",11
"3398",1973-03-09,"Bristol",10
"3399",1973-03-16,"Bristol",12
"3400",1973-03-23,"Bristol",13
"3401",1973-03-30,"Bristol",9
"3402",1973-04-06,"Bristol",4
"3403",1973-04-13,"Bristol",8
"3404",1973-04-20,"Bristol",7
"3405",1973-04-27,"Bristol",17
"3406",1973-05-04,"Bristol",11
"3407",1973-05-11,"Bristol",8
"3408",1973-05-18,"Bristol",2
"3409",1973-05-25,"Bristol",10
"3410",1973-06-01,"Bristol",5
"3411",1973-06-08,"Bristol",5
"3412",1973-06-15,"Bristol",13
"3413",1973-06-22,"Bristol",10
"3414",1973-06-29,"Bristol",10
"3415",1973-07-06,"Bristol",10
"3416",1973-07-13,"Bristol",4
"3417",1973-07-20,"Bristol",7
"3418",1973-07-27,"Bristol",3
"3419",1973-08-03,"Bristol",6
"3420",1973-08-10,"Bristol",3
"3421",1973-08-17,"Bristol",4
"3422",1973-08-24,"Bristol",2
"3423",1973-08-31,"Bristol",3
"3424",1973-09-07,"Bristol",3
"3425",1973-09-14,"Bristol",1
"3426",1973-09-21,"Bristol",1
"3427",1973-09-28,"Bristol",1
"3428",1973-10-05,"Bristol",1
"3429",1973-10-12,"Bristol",3
"3430",1973-10-19,"Bristol",3
"3431",1973-10-26,"Bristol",13
"3432",1973-11-02,"Bristol",0
"3433",1973-11-09,"Bristol",10
"3434",1973-11-16,"Bristol",7
"3435",1973-11-23,"Bristol",11
"3436",1973-11-30,"Bristol",16
"3437",1973-12-07,"Bristol",12
"3438",1973-12-14,"Bristol",16
"3439",1973-12-21,"Bristol",14
"3440",1973-12-28,"Bristol",8
"3441",1974-01-04,"Bristol",21
"3442",1974-01-11,"Bristol",29
"3443",1974-01-18,"Bristol",16
"3444",1974-01-25,"Bristol",4
"3445",1974-02-01,"Bristol",9
"3446",1974-02-08,"Bristol",22
"3447",1974-02-15,"Bristol",4
"3448",1974-02-22,"Bristol",13
"3449",1974-03-01,"Bristol",2
"3450",1974-03-08,"Bristol",9
"3451",1974-03-15,"Bristol",10
"3452",1974-03-22,"Bristol",12
"3453",1974-03-29,"Bristol",9
"3454",1974-04-05,"Bristol",14
"3455",1974-04-12,"Bristol",4
"3456",1974-04-19,"Bristol",15
"3457",1974-04-26,"Bristol",15
"3458",1974-05-03,"Bristol",28
"3459",1974-05-10,"Bristol",16
"3460",1974-05-17,"Bristol",11
"3461",1974-05-24,"Bristol",14
"3462",1974-05-31,"Bristol",3
"3463",1974-06-07,"Bristol",17
"3464",1974-06-14,"Bristol",9
"3465",1974-06-21,"Bristol",9
"3466",1974-06-28,"Bristol",8
"3467",1974-07-05,"Bristol",9
"3468",1974-07-12,"Bristol",8
"3469",1974-07-19,"Bristol",9
"3470",1974-07-26,"Bristol",8
"3471",1974-08-02,"Bristol",4
"3472",1974-08-09,"Bristol",14
"3473",1974-08-16,"Bristol",1
"3474",1974-08-23,"Bristol",4
"3475",1974-08-30,"Bristol",5
"3476",1974-09-06,"Bristol",4
"3477",1974-09-13,"Bristol",3
"3478",1974-09-20,"Bristol",2
"3479",1974-09-27,"Bristol",1
"3480",1974-10-04,"Bristol",6
"3481",1974-10-11,"Bristol",3
"3482",1974-10-18,"Bristol",2
"3483",1974-10-25,"Bristol",3
"3484",1974-11-01,"Bristol",3
"3485",1974-11-08,"Bristol",4
"3486",1974-11-15,"Bristol",5
"3487",1974-11-22,"Bristol",2
"3488",1974-11-29,"Bristol",2
"3489",1974-12-06,"Bristol",3
"3490",1974-12-13,"Bristol",2
"3491",1974-12-20,"Bristol",4
"3492",1974-12-27,"Bristol",2
"3493",1975-01-03,"Bristol",1
"3494",1975-01-10,"Bristol",6
"3495",1975-01-17,"Bristol",5
"3496",1975-01-24,"Bristol",2
"3497",1975-01-31,"Bristol",1
"3498",1975-02-07,"Bristol",4
"3499",1975-02-14,"Bristol",3
"3500",1975-02-21,"Bristol",8
"3501",1975-02-28,"Bristol",6
"3502",1975-03-07,"Bristol",20
"3503",1975-03-14,"Bristol",10
"3504",1975-03-21,"Bristol",21
"3505",1975-03-28,"Bristol",9
"3506",1975-04-04,"Bristol",13
"3507",1975-04-11,"Bristol",13
"3508",1975-04-18,"Bristol",3
"3509",1975-04-25,"Bristol",20
"3510",1975-05-02,"Bristol",11
"3511",1975-05-09,"Bristol",9
"3512",1975-05-16,"Bristol",7
"3513",1975-05-23,"Bristol",7
"3514",1975-05-30,"Bristol",3
"3515",1975-06-06,"Bristol",9
"3516",1975-06-13,"Bristol",9
"3517",1975-06-20,"Bristol",2
"3518",1975-06-27,"Bristol",6
"3519",1975-07-04,"Bristol",3
"3520",1975-07-11,"Bristol",5
"3521",1975-07-18,"Bristol",10
"3522",1975-07-25,"Bristol",9
"3523",1975-08-01,"Bristol",10
"3524",1975-08-08,"Bristol",10
"3525",1975-08-15,"Bristol",7
"3526",1975-08-22,"Bristol",4
"3527",1975-08-29,"Bristol",2
"3528",1975-09-05,"Bristol",7
"3529",1975-09-12,"Bristol",5
"3530",1975-09-19,"Bristol",2
"3531",1975-09-26,"Bristol",1
"3532",1975-10-03,"Bristol",0
"3533",1975-10-10,"Bristol",0
"3534",1975-10-17,"Bristol",2
"3535",1975-10-24,"Bristol",0
"3536",1975-10-31,"Bristol",1
"3537",1975-11-07,"Bristol",3
"3538",1975-11-14,"Bristol",0
"3539",1975-11-21,"Bristol",2
"3540",1975-11-28,"Bristol",2
"3541",1975-12-05,"Bristol",1
"3542",1975-12-12,"Bristol",0
"3543",1975-12-19,"Bristol",10
"3544",1975-12-26,"Bristol",0
"3545",1976-01-02,"Bristol",1
"3546",1976-01-09,"Bristol",2
"3547",1976-01-16,"Bristol",7
"3548",1976-01-23,"Bristol",4
"3549",1976-01-30,"Bristol",5
"3550",1976-02-06,"Bristol",5
"3551",1976-02-13,"Bristol",6
"3552",1976-02-20,"Bristol",21
"3553",1976-02-27,"Bristol",13
"3554",1976-03-05,"Bristol",16
"3555",1976-03-12,"Bristol",19
"3556",1976-03-19,"Bristol",8
"3557",1976-03-26,"Bristol",9
"3558",1976-04-02,"Bristol",21
"3559",1976-04-09,"Bristol",9
"3560",1976-04-16,"Bristol",18
"3561",1976-04-23,"Bristol",16
"3562",1976-04-30,"Bristol",28
"3563",1976-05-07,"Bristol",13
"3564",1976-05-14,"Bristol",17
"3565",1976-05-21,"Bristol",17
"3566",1976-05-28,"Bristol",16
"3567",1976-06-04,"Bristol",15
"3568",1976-06-11,"Bristol",14
"3569",1976-06-18,"Bristol",25
"3570",1976-06-25,"Bristol",7
"3571",1976-07-02,"Bristol",14
"3572",1976-07-09,"Bristol",17
"3573",1976-07-16,"Bristol",15
"3574",1976-07-23,"Bristol",12
"3575",1976-07-30,"Bristol",10
"3576",1976-08-06,"Bristol",10
"3577",1976-08-13,"Bristol",8
"3578",1976-08-20,"Bristol",15
"3579",1976-08-27,"Bristol",5
"3580",1976-09-03,"Bristol",2
"3581",1976-09-10,"Bristol",9
"3582",1976-09-17,"Bristol",5
"3583",1976-09-24,"Bristol",0
"3584",1976-10-01,"Bristol",5
"3585",1976-10-08,"Bristol",11
"3586",1976-10-15,"Bristol",13
"3587",1976-10-22,"Bristol",17
"3588",1976-10-29,"Bristol",8
"3589",1976-11-05,"Bristol",12
"3590",1976-11-12,"Bristol",6
"3591",1976-11-19,"Bristol",5
"3592",1976-11-26,"Bristol",18
"3593",1976-12-03,"Bristol",13
"3594",1976-12-10,"Bristol",17
"3595",1976-12-17,"Bristol",15
"3596",1976-12-24,"Bristol",13
"3597",1976-12-31,"Bristol",10
"3598",1977-01-07,"Bristol",12
"3599",1977-01-14,"Bristol",12
"3600",1977-01-21,"Bristol",20
"3601",1977-01-28,"Bristol",12
"3602",1977-02-04,"Bristol",11
"3603",1977-02-11,"Bristol",27
"3604",1977-02-18,"Bristol",17
"3605",1977-02-25,"Bristol",41
"3606",1977-03-04,"Bristol",33
"3607",1977-03-11,"Bristol",27
"3608",1977-03-18,"Bristol",26
"3609",1977-03-25,"Bristol",41
"3610",1977-04-01,"Bristol",31
"3611",1977-04-08,"Bristol",52
"3612",1977-04-15,"Bristol",13
"3613",1977-04-22,"Bristol",52
"3614",1977-04-29,"Bristol",23
"3615",1977-05-06,"Bristol",26
"3616",1977-05-13,"Bristol",29
"3617",1977-05-20,"Bristol",27
"3618",1977-05-27,"Bristol",27
"3619",1977-06-03,"Bristol",22
"3620",1977-06-10,"Bristol",40
"3621",1977-06-17,"Bristol",29
"3622",1977-06-24,"Bristol",46
"3623",1977-07-01,"Bristol",31
"3624",1977-07-08,"Bristol",52
"3625",1977-07-15,"Bristol",25
"3626",1977-07-22,"Bristol",20
"3627",1977-07-29,"Bristol",21
"3628",1977-08-05,"Bristol",13
"3629",1977-08-12,"Bristol",35
"3630",1977-08-19,"Bristol",24
"3631",1977-08-26,"Bristol",11
"3632",1977-09-02,"Bristol",8
"3633",1977-09-09,"Bristol",8
"3634",1977-09-16,"Bristol",13
"3635",1977-09-23,"Bristol",11
"3636",1977-09-30,"Bristol",5
"3637",1977-10-07,"Bristol",21
"3638",1977-10-14,"Bristol",14
"3639",1977-10-21,"Bristol",27
"3640",1977-10-28,"Bristol",13
"3641",1977-11-04,"Bristol",22
"3642",1977-11-11,"Bristol",19
"3643",1977-11-18,"Bristol",25
"3644",1977-11-25,"Bristol",10
"3645",1977-12-02,"Bristol",13
"3646",1977-12-09,"Bristol",3
"3647",1977-12-16,"Bristol",9
"3648",1977-12-23,"Bristol",4
"3649",1977-12-30,"Bristol",16
"3650",1978-01-06,"Bristol",9
"3651",1978-01-13,"Bristol",6
"3652",1978-01-20,"Bristol",11
"3653",1978-01-27,"Bristol",7
"3654",1978-02-03,"Bristol",2
"3655",1978-02-10,"Bristol",9
"3656",1978-02-17,"Bristol",9
"3657",1978-02-24,"Bristol",22
"3658",1978-03-03,"Bristol",11
"3659",1978-03-10,"Bristol",6
"3660",1978-03-17,"Bristol",9
"3661",1978-03-24,"Bristol",9
"3662",1978-03-31,"Bristol",3
"3663",1978-04-07,"Bristol",12
"3664",1978-04-14,"Bristol",5
"3665",1978-04-21,"Bristol",9
"3666",1978-04-28,"Bristol",12
"3667",1978-05-05,"Bristol",14
"3668",1978-05-12,"Bristol",15
"3669",1978-05-19,"Bristol",8
"3670",1978-05-26,"Bristol",16
"3671",1978-06-02,"Bristol",11
"3672",1978-06-09,"Bristol",31
"3673",1978-06-16,"Bristol",13
"3674",1978-06-23,"Bristol",14
"3675",1978-06-30,"Bristol",13
"3676",1978-07-07,"Bristol",16
"3677",1978-07-14,"Bristol",11
"3678",1978-07-21,"Bristol",17
"3679",1978-07-28,"Bristol",12
"3680",1978-08-04,"Bristol",18
"3681",1978-08-11,"Bristol",11
"3682",1978-08-18,"Bristol",5
"3683",1978-08-25,"Bristol",2
"3684",1978-09-01,"Bristol",2
"3685",1978-09-08,"Bristol",4
"3686",1978-09-15,"Bristol",1
"3687",1978-09-22,"Bristol",1
"3688",1978-09-29,"Bristol",2
"3689",1978-10-06,"Bristol",1
"3690",1978-10-13,"Bristol",5
"3691",1978-10-20,"Bristol",5
"3692",1978-10-27,"Bristol",7
"3693",1978-11-03,"Bristol",4
"3694",1978-11-10,"Bristol",6
